year,variable,land_class,value
2019,soilc,Vineyard,513238.91132164747
2019,soilc,Rangeland,6086508.156753831
2019,noemit,Fallow,0
2019,noemit,Fodder,534.0376886957965
2019,noemit,Greenhouse,0
2019,noemit,Orchard,3193.0758917811327
2019,noemit,Pastureland,181.06886729878897
2019,noemit,Row Crop,25887.630326412618
2019,noemit,Vineyard,1865.7912573172216
2019,noemit,Rangeland,0
2030,acres,Fallow,15834.464969047578
2030,acres,Fodder,8378.449502134114
2030,acres,Greenhouse,3411.9838519024197
2030,acres,Orchard,16110.937030433037
2030,acres,Pastureland,-1950.0570993531728
2030,acres,Row Crop,49797.96245466778
2030,acres,Vineyard,39364.17065694416
2030,acres,Rangeland,561420.4324324289
2030,abvgc,Fallow,0
2030,abvgc,Fodder,10273.443947618594
2030,abvgc,Greenhouse,0
2030,abvgc,Orchard,134965.99167567678
2030,abvgc,Pastureland,-2391.1109447826166
2030,abvgc,Row Crop,40707.3389774831
2030,abvgc,Vineyard,46198.97160810931
2030,abvgc,Rangeland,8411803.33574263
2030,soilc,Fallow,193304.72156997398
2030,soilc,Fodder,167383.38764336146
2030,soilc,Greenhouse,20777.09019008081
2030,soilc,Orchard,271793.9568381123
2030,soilc,Pastureland,-17238.404125222936
2030,soilc,Row Crop,817710.6293310113
2030,soilc,Vineyard,632736.6835792027
2030,soilc,Rangeland,5925616.513367657
2030,noemit,Fallow,0
2030,noemit,Fodder,911.7103837610921
2030,noemit,Greenhouse,0
2030,noemit,Orchard,4217.81938383638
2030,noemit,Pastureland,-212.19765136193018
2030,noemit,Row Crop,19493.08513713861
2030,noemit,Vineyard,2330.754331003205
2030,noemit,Rangeland,0
2012,abvgc,Total (all classes),8991822.020728117
2016,abvgc,Total (all classes),8913985.56523448
2019,abvgc,Total (all classes),8855608.22361425
2030,abvgc,Total (all classes),8641557.971006736
2012,acres,Total (all classes),709694.5928315282
2016,acres,Total (all classes),705844.3152685678
2019,acres,Total (all classes),702956.6070963466
2030,acres,Total (all classes),692368.3437982048
2012,noemit,Total (all classes),34792.788316041784
2016,noemit,Total (all classes),33003.540153449576
2019,noemit,Total (all classes),31661.604031505558
2030,noemit,Total (all classes),26741.171584377356
2012,soilc,Total (all classes),7999037.766812456
2016,soilc,Total (all classes),8001937.058275059
2019,soilc,Total (all classes),8004111.526872016
2030,soilc,Total (all classes),8012084.578394176
2012,total_stock,Fallow,9427.631707809865
2012,total_stock,Fodder,42781.10089854477
2012,total_stock,Greenhouse,15099.351638351218
2012,total_stock,Orchard,309626.61209172476
2012,total_stock,Pastureland,71092.02151556918
2012,total_stock,Rangeland,14974436.477019813
2012,total_stock,Row Crop,1100076.4066031477
2012,total_stock,Total (all classes),16990859.787540574
2012,total_stock,Vineyard,468320.1860656119
2016,total_stock,Fallow,50289.20723273605
2016,total_stock,Fodder,72753.48549686221
2016,total_stock,Greenhouse,16361.07131651335
2016,total_stock,Orchard,331211.7979632942
2016,total_stock,Pastureland,50931.68005210918
2016,total_stock,Rangeland,14832877.226373255
2016,total_stock,Row Crop,1046374.5314265583
2016,total_stock,Total (all classes),16915922.62350954
2016,total_stock,Vineyard,515123.6236482104
2019,total_stock,Fallow,80935.38887643069
2019,total_stock,Fodder,95232.7739456027
2019,total_stock,Greenhouse,17307.361075134948
2019,total_stock,Orchard,347400.68736697175
2019,total_stock,Pastureland,35811.42395451281
2019,total_stock,Rangeland,14726707.788388334
2019,total_stock,Row Crop,1006098.1250441158
2019,total_stock,Total (all classes),16859719.750486266
2019,total_stock,Vineyard,550226.2018351611
2030,total_stock,Fallow,193304.72156997398
2030,total_stock,Fodder,177656.83159098006
2030,total_stock,Greenhouse,20777.09019008081
2030,total_stock,Orchard,406759.9485137891
2030,total_stock,Pastureland,-19629.515070005553
2030,total_stock,Rangeland,14337419.849110287
2030,total_stock,Row Crop,858417.9683084944
2030,total_stock,Total (all classes),16653642.549400913
2030,total_stock,Vineyard,678935.655187312
